word,score,polarity,abs_score
七捞八攘,-0.3333333333333333,negative,0.3333333333333333
七窍冒火,-1.0,negative,1.0
七舌八嘴,-0.5555555555555556,negative,0.5555555555555556
七零八落,-0.7777777777777778,negative,0.7777777777777778
七颠八倒,-0.3333333333333333,negative,0.3333333333333333
七首八脚,-0.5555555555555556,negative,0.5555555555555556
万不得已,-0.7777777777777778,negative,0.7777777777777778
万恶,-0.7777777777777778,negative,0.7777777777777778
万民涂炭,-1.0,negative,1.0
万箭攒心,-1.0,negative,1.0
万马齐喑,-0.5555555555555556,negative,0.5555555555555556
三人成虎,-0.5555555555555556,negative,0.5555555555555556
三从四德,-0.5555555555555556,negative,0.5555555555555556
三光政策,-0.7777777777777778,negative,0.7777777777777778
三分像人，七分像鬼,-0.5555555555555556,negative,0.5555555555555556
三分鼎足,-1.0,negative,1.0
三反四覆,-0.5555555555555556,negative,0.5555555555555556
三天打鱼两天晒网,-0.3333333333333333,negative,0.3333333333333333
三天打鱼，两天晒网,-0.5555555555555556,negative,0.5555555555555556
三头两日,-0.5555555555555556,negative,0.5555555555555556
三头两面,-0.3333333333333333,negative,0.3333333333333333
三头二面,-0.7777777777777778,negative,0.7777777777777778
三好两歉,-0.5555555555555556,negative,0.5555555555555556
三好两歹,-0.5555555555555556,negative,0.5555555555555556
三好二怯,-0.5555555555555556,negative,0.5555555555555556
三尸五鬼,-0.5555555555555556,negative,0.5555555555555556
三差两错,-0.5555555555555556,negative,0.5555555555555556
三心两意,-0.5555555555555556,negative,0.5555555555555556
三心二意,-0.3333333333333333,negative,0.3333333333333333
三日打鱼，两日晒网,-0.7777777777777778,negative,0.7777777777777778
三日新妇,-0.5555555555555556,negative,0.5555555555555556
三旨相公,-0.5555555555555556,negative,0.5555555555555556
三旬九食,-0.3333333333333333,negative,0.3333333333333333
三智五猜,-0.5555555555555556,negative,0.5555555555555556
三期贤佞,-0.5555555555555556,negative,0.5555555555555556
三灾八难,-0.5555555555555556,negative,0.5555555555555556
三灾六难,-0.5555555555555556,negative,0.5555555555555556
三纸无驴,-0.5555555555555556,negative,0.5555555555555556
三翻四复,-0.5555555555555556,negative,0.5555555555555556
三翻四覆,-0.5555555555555556,negative,0.5555555555555556
三般两样,-0.7777777777777778,negative,0.7777777777777778
三花脸,-0.5555555555555556,negative,0.5555555555555556
三言讹虎,-0.5555555555555556,negative,0.5555555555555556
三长四短,-0.5555555555555556,negative,0.5555555555555556
三风十愆,-0.7777777777777778,negative,0.7777777777777778
上下其手,-1.0,negative,1.0
上不得台盘,-0.5555555555555556,negative,0.5555555555555556
上之所好，下必甚焉,-0.5555555555555556,negative,0.5555555555555556
上刑,-0.5555555555555556,negative,0.5555555555555556
上吊,-0.7777777777777778,negative,0.7777777777777778
上天无路,-0.5555555555555556,negative,0.5555555555555556
上慢下暴,-0.7777777777777778,negative,0.7777777777777778
上援下推,-0.5555555555555556,negative,0.5555555555555556
"上无片瓦,下无插针之地",-0.5555555555555556,negative,0.5555555555555556
上梁不正下梁歪,-0.7777777777777778,negative,0.7777777777777778
上楼去梯,-0.7777777777777778,negative,0.7777777777777778
上窜下跳,-0.5555555555555556,negative,0.5555555555555556
上等轮胎－有气难出,-0.3333333333333333,negative,0.3333333333333333
上行下效,-0.3333333333333333,negative,0.3333333333333333
上赶,-0.7777777777777778,negative,0.7777777777777778
上赶着,-0.7777777777777778,negative,0.7777777777777778
下三滥,-1.0,negative,1.0
下三烂,-0.7777777777777778,negative,0.7777777777777778
下作,-0.7777777777777778,negative,0.7777777777777778
下品,-0.3333333333333333,negative,0.3333333333333333
下场,-0.5555555555555556,negative,0.5555555555555556
下气怡声,-0.1111111111111111,negative,0.1111111111111111
下流,-0.7777777777777778,negative,0.7777777777777778
下等,-0.3333333333333333,negative,0.3333333333333333
下脚货,-0.3333333333333333,negative,0.3333333333333333
下药,-0.5555555555555556,negative,0.5555555555555556
下贱,-1.0,negative,1.0
下车作威,-0.5555555555555556,negative,0.5555555555555556
下陵上替,-0.5555555555555556,negative,0.5555555555555556
不三不四,-0.7777777777777778,negative,0.7777777777777778
不中,-0.5555555555555556,negative,0.5555555555555556
不义,-0.7777777777777778,negative,0.7777777777777778
不义之财,-0.7777777777777778,negative,0.7777777777777778
不了不当,-0.5555555555555556,negative,0.5555555555555556
不了了之,-0.3333333333333333,negative,0.3333333333333333
不人道,-0.7777777777777778,negative,0.7777777777777778
不仁,-0.7777777777777778,negative,0.7777777777777778
不仁不义,-1.0,negative,1.0
不今不古,-0.3333333333333333,negative,0.3333333333333333
不以为意,-0.5555555555555556,negative,0.5555555555555556
不以为然,-0.7777777777777778,negative,0.7777777777777778
不以为耻,-0.7777777777777778,negative,0.7777777777777778
不伏烧埋,-0.5555555555555556,negative,0.5555555555555556
不伦不类,-0.7777777777777778,negative,0.7777777777777778
不佞,-0.5555555555555556,negative,0.5555555555555556
不修边幅,-0.3333333333333333,negative,0.3333333333333333
不值一哂,-0.5555555555555556,negative,0.5555555555555556
不值一提,-0.3333333333333333,negative,0.3333333333333333
不值一文,-1.0,negative,1.0
不值一笑,-0.5555555555555556,negative,0.5555555555555556
不值一钱,-0.7777777777777778,negative,0.7777777777777778
不值一顾,-0.5555555555555556,negative,0.5555555555555556
不像话,-1.0,negative,1.0
不僧不俗,-0.5555555555555556,negative,0.5555555555555556
不克,-0.3333333333333333,negative,0.3333333333333333
不入时宜,-0.5555555555555556,negative,0.5555555555555556
不公,-0.3333333333333333,negative,0.3333333333333333
不凉不酸,-0.5555555555555556,negative,0.5555555555555556
不分皁白,-0.5555555555555556,negative,0.5555555555555556
不分皂白,-0.5555555555555556,negative,0.5555555555555556
不分青白,-0.5555555555555556,negative,0.5555555555555556
不分青红皂白,-0.7777777777777778,negative,0.7777777777777778
不切实际,-0.7777777777777778,negative,0.7777777777777778
不利,-0.5555555555555556,negative,0.5555555555555556
不到黄河心不死,-0.5555555555555556,negative,0.5555555555555556
不力,-0.5555555555555556,negative,0.5555555555555556
不务正业,-0.5555555555555556,negative,0.5555555555555556
不劣方头,-0.5555555555555556,negative,0.5555555555555556
不劳而获,-0.5555555555555556,negative,0.5555555555555556
不及,-0.5555555555555556,negative,0.5555555555555556
不可,-0.5555555555555556,negative,0.5555555555555556
不可一世,-0.7777777777777778,negative,0.7777777777777778
不可企及,-0.7777777777777778,negative,0.7777777777777778
不可告人,-0.5555555555555556,negative,0.5555555555555556
不可挽回,-0.5555555555555556,negative,0.5555555555555556
不可救药,-0.5555555555555556,negative,0.5555555555555556
不可教训,-0.5555555555555556,negative,0.5555555555555556
不可理喻,-0.5555555555555556,negative,0.5555555555555556
不可究诘,-0.7777777777777778,negative,0.7777777777777778
不合时宜,-0.3333333333333333,negative,0.3333333333333333
不合理,-0.3333333333333333,negative,0.3333333333333333
不名一文,-0.5555555555555556,negative,0.5555555555555556
不名一钱,-0.1111111111111111,negative,0.1111111111111111
不名誉,-0.7777777777777778,negative,0.7777777777777778
不周,-0.3333333333333333,negative,0.3333333333333333
不咸不淡,-0.5555555555555556,negative,0.5555555555555556
不啻,-0.7777777777777778,negative,0.7777777777777778
不因人热,-0.5555555555555556,negative,0.5555555555555556
不在其位，不谋其政,-0.5555555555555556,negative,0.5555555555555556
不坚定,-0.5555555555555556,negative,0.5555555555555556
不堪,-1.0,negative,1.0
不堪一击,-0.5555555555555556,negative,0.5555555555555556
不堪入目,-1.0,negative,1.0
不堪入耳,-0.7777777777777778,negative,0.7777777777777778
不堪其忧,-0.7777777777777778,negative,0.7777777777777778
不堪回首,-0.7777777777777778,negative,0.7777777777777778
不堪设想,-0.7777777777777778,negative,0.7777777777777778
不堪造就,-1.0,negative,1.0
不外,-0.5555555555555556,negative,0.5555555555555556
不够,-0.5555555555555556,negative,0.5555555555555556
不好,-0.3333333333333333,negative,0.3333333333333333
不如意事常八九,-0.3333333333333333,negative,0.3333333333333333
不妥,-0.5555555555555556,negative,0.5555555555555556
不孝,-0.7777777777777778,negative,0.7777777777777778
不学无术,-0.7777777777777778,negative,0.7777777777777778
不学无识,-0.5555555555555556,negative,0.5555555555555556
不安于室,-0.5555555555555556,negative,0.5555555555555556
不宜,-0.3333333333333333,negative,0.3333333333333333
不容置喙,-0.7777777777777778,negative,0.7777777777777778
不对,-0.3333333333333333,negative,0.3333333333333333
不对茬儿,-0.5555555555555556,negative,0.5555555555555556
不屑于,-0.5555555555555556,negative,0.5555555555555556
不干不净,-0.3333333333333333,negative,0.3333333333333333
不平等条约,-0.7777777777777778,negative,0.7777777777777778
不廉,-0.7777777777777778,negative,0.7777777777777778
不开化,-0.7777777777777778,negative,0.7777777777777778
不当,-0.3333333333333333,negative,0.3333333333333333
不待见,-0.5555555555555556,negative,0.5555555555555556
不得人心,-0.7777777777777778,negative,0.7777777777777778
不得其死,-0.3333333333333333,negative,0.3333333333333333
不得劲,-0.5555555555555556,negative,0.5555555555555556
不得善终,-0.5555555555555556,negative,0.5555555555555556
不得已,-0.7777777777777778,negative,0.7777777777777778
不得要领,-0.3333333333333333,negative,0.3333333333333333
不忍,-0.5555555555555556,negative,0.5555555555555556
不快,-0.5555555555555556,negative,0.5555555555555556
不怀好意,-0.5555555555555556,negative,0.5555555555555556
不怎么样,-0.3333333333333333,negative,0.3333333333333333
不恤,-0.5555555555555556,negative,0.5555555555555556
不成体统,-0.7777777777777778,negative,0.7777777777777778
不成器,-0.5555555555555556,negative,0.5555555555555556
不成才,-0.5555555555555556,negative,0.5555555555555556
不成材,-0.5555555555555556,negative,0.5555555555555556
不成样子,-0.7777777777777778,negative,0.7777777777777778
不成话,-0.5555555555555556,negative,0.5555555555555556
不才,-0.7777777777777778,negative,0.7777777777777778
不扬,-0.3333333333333333,negative,0.3333333333333333
不护细行,-0.5555555555555556,negative,0.5555555555555556
不拔一毛,-0.5555555555555556,negative,0.5555555555555556
不拘小节,-0.1111111111111111,negative,0.1111111111111111
不择手段,-0.7777777777777778,negative,0.7777777777777778
不择生冷,-0.5555555555555556,negative,0.5555555555555556
不攻自破,-0.1111111111111111,negative,0.1111111111111111
不敏,-0.5555555555555556,negative,0.5555555555555556
不教而诛,-0.5555555555555556,negative,0.5555555555555556
不敢越雷池一步,-0.5555555555555556,negative,0.5555555555555556
不敬,-0.7777777777777778,negative,0.7777777777777778
不整齐,-0.3333333333333333,negative,0.3333333333333333
不敷,-0.5555555555555556,negative,0.5555555555555556
不文不武,-0.5555555555555556,negative,0.5555555555555556
不旋踵,-0.5555555555555556,negative,0.5555555555555556
不明不白,-0.5555555555555556,negative,0.5555555555555556
不是,-0.5555555555555556,negative,0.5555555555555556
不是滋味儿,-0.3333333333333333,negative,0.3333333333333333
不是话,-0.7777777777777778,negative,0.7777777777777778
不晓世务,-0.5555555555555556,negative,0.5555555555555556
不景气,-0.7777777777777778,negative,0.7777777777777778
不更事,-0.3333333333333333,negative,0.3333333333333333
不朗不秀,-0.5555555555555556,negative,0.5555555555555556
不期而然,-0.7777777777777778,negative,0.7777777777777778
不根之论,-0.5555555555555556,negative,0.5555555555555556
不死不活,-0.5555555555555556,negative,0.5555555555555556
不毛之地,-0.5555555555555556,negative,0.5555555555555556
不求甚解,-0.3333333333333333,negative,0.3333333333333333
不治之症,-0.5555555555555556,negative,0.5555555555555556
不法,-0.3333333333333333,negative,0.3333333333333333
不洁,-1.0,negative,1.0
不测,-0.7777777777777778,negative,0.7777777777777778
不测之罪,-0.5555555555555556,negative,0.5555555555555556
不济,-0.5555555555555556,negative,0.5555555555555556
不济事,-0.7777777777777778,negative,0.7777777777777778
不消,-0.7777777777777778,negative,0.7777777777777778
不清不楚,-0.5555555555555556,negative,0.5555555555555556
不清不白,-0.7777777777777778,negative,0.7777777777777778
不渝,-0.7777777777777778,negative,0.7777777777777778
不满,-0.3333333333333333,negative,0.3333333333333333
不由分说,-0.3333333333333333,negative,0.3333333333333333
不痛不痒,-0.5555555555555556,negative,0.5555555555555556
不登大雅,-0.5555555555555556,negative,0.5555555555555556
不直一文,-0.5555555555555556,negative,0.5555555555555556
不直一钱,-0.5555555555555556,negative,0.5555555555555556
不相闻问杜门谢客,-0.5555555555555556,negative,0.5555555555555556
不看了了,-0.3333333333333333,negative,0.3333333333333333
不着调,-0.5555555555555556,negative,0.5555555555555556
不着边际,-0.3333333333333333,negative,0.3333333333333333
不知利害,-0.5555555555555556,negative,0.5555555555555556
不知天高地厚,-0.5555555555555556,negative,0.5555555555555556
不知头脑,-0.5555555555555556,negative,0.5555555555555556
不知好歹,-0.5555555555555556,negative,0.5555555555555556
不知就里,-0.5555555555555556,negative,0.5555555555555556
不知所为,-0.5555555555555556,negative,0.5555555555555556
不知所云,-0.5555555555555556,negative,0.5555555555555556
不知所从,-0.5555555555555556,negative,0.5555555555555556
不知所以,-0.5555555555555556,negative,0.5555555555555556
不知所厝,-0.5555555555555556,negative,0.5555555555555556
不知所错,-0.5555555555555556,negative,0.5555555555555556
不知死活,-0.5555555555555556,negative,0.5555555555555556
不知深浅,-0.3333333333333333,negative,0.3333333333333333
不知甘苦,-0.7777777777777778,negative,0.7777777777777778
不知疼痒,-0.5555555555555556,negative,0.5555555555555556
不知痛痒,-0.5555555555555556,negative,0.5555555555555556
不知羞耻,-0.7777777777777778,negative,0.7777777777777778
不知薡蕫,-0.5555555555555556,negative,0.5555555555555556
不知轻重,-0.7777777777777778,negative,0.7777777777777778
不知进退,-0.5555555555555556,negative,0.5555555555555556
不知颠倒,-0.5555555555555556,negative,0.5555555555555556
不知高下,-0.5555555555555556,negative,0.5555555555555556
不知高低,-0.7777777777777778,negative,0.7777777777777778
不稂不莠,-0.7777777777777778,negative,0.7777777777777778
不稳平衡,-0.5555555555555556,negative,0.5555555555555556
不稼不穑,-0.5555555555555556,negative,0.5555555555555556
不端,-0.5555555555555556,negative,0.5555555555555556
不符,-0.5555555555555556,negative,0.5555555555555556
不管三七二十一,-0.3333333333333333,negative,0.3333333333333333
不管不顾,-0.3333333333333333,negative,0.3333333333333333
不经之语,-0.5555555555555556,negative,0.5555555555555556
不经之说,-0.5555555555555556,negative,0.5555555555555556
不经之谈,-0.3333333333333333,negative,0.3333333333333333
不置褒贬,-0.3333333333333333,negative,0.3333333333333333
不耕而食，不蚕而衣,-0.3333333333333333,negative,0.3333333333333333
不肖,-0.7777777777777778,negative,0.7777777777777778
不肖子孙,-0.5555555555555556,negative,0.5555555555555556
不胜衣,-0.1111111111111111,negative,0.1111111111111111
不脩边幅,-0.5555555555555556,negative,0.5555555555555556
不自量,-0.5555555555555556,negative,0.5555555555555556
不自量力,-0.5555555555555556,negative,0.5555555555555556
不舞之鹤,-0.5555555555555556,negative,0.5555555555555556
不良,-0.3333333333333333,negative,0.3333333333333333
不落边际,-0.5555555555555556,negative,0.5555555555555556
不行,-0.7777777777777778,negative,0.7777777777777778
不衫不履,-0.3333333333333333,negative,0.3333333333333333
不要脸,-0.7777777777777778,negative,0.7777777777777778
不见天日,-0.7777777777777778,negative,0.7777777777777778
不见得,-0.5555555555555556,negative,0.5555555555555556
不见棺材不落泪,-0.5555555555555556,negative,0.5555555555555556
不见经传,-0.1111111111111111,negative,0.1111111111111111
不觉技痒,-0.5555555555555556,negative,0.5555555555555556
不识一丁,-0.5555555555555556,negative,0.5555555555555556
不识东家,-0.5555555555555556,negative,0.5555555555555556
不识之无,-0.5555555555555556,negative,0.5555555555555556
不识人间有羞耻事,-0.7777777777777778,negative,0.7777777777777778
不识大体,-0.3333333333333333,negative,0.3333333333333333
不识好歹,-0.5555555555555556,negative,0.5555555555555556
不识局面,-0.5555555555555556,negative,0.5555555555555556
不识抬举,-0.5555555555555556,negative,0.5555555555555556
不识时务,-0.3333333333333333,negative,0.3333333333333333
不识时变,-0.3333333333333333,negative,0.3333333333333333
不识泰山,-0.5555555555555556,negative,0.5555555555555556
不识起倒,-0.5555555555555556,negative,0.5555555555555556
不识闲儿,-0.3333333333333333,negative,0.3333333333333333
不详,-0.5555555555555556,negative,0.5555555555555556
不起眼,-0.3333333333333333,negative,0.3333333333333333
不起眼儿,-0.3333333333333333,negative,0.3333333333333333
不足,-0.5555555555555556,negative,0.5555555555555556
不足为凭,-0.3333333333333333,negative,0.3333333333333333
不足为外人道,-0.3333333333333333,negative,0.3333333333333333
不足为据,-0.7777777777777778,negative,0.7777777777777778
不足取,-0.5555555555555556,negative,0.5555555555555556
不足挂齿,-0.3333333333333333,negative,0.3333333333333333
不足轻重,-1.0,negative,1.0
不足道,-0.1111111111111111,negative,0.1111111111111111
不足齿数,-0.5555555555555556,negative,0.5555555555555556
不轨,-0.3333333333333333,negative,0.3333333333333333
不辞而别,-0.3333333333333333,negative,0.3333333333333333
不辨菽粟,-0.5555555555555556,negative,0.5555555555555556
不辨菽麦,-0.7777777777777778,negative,0.7777777777777778
不辨龙蛇,-0.5555555555555556,negative,0.5555555555555556
不辩菽麦,-0.5555555555555556,negative,0.5555555555555556
不近人情,-0.3333333333333333,negative,0.3333333333333333
不近情理,-0.7777777777777778,negative,0.7777777777777778
不迭,-0.5555555555555556,negative,0.5555555555555556
不适,-0.5555555555555556,negative,0.5555555555555556
不逊,-0.5555555555555556,negative,0.5555555555555556
不透明,-0.3333333333333333,negative,0.3333333333333333
不通水火,-0.5555555555555556,negative,0.5555555555555556
不逞,-0.3333333333333333,negative,0.3333333333333333
不逞之徒,-0.5555555555555556,negative,0.5555555555555556
不遂,-0.5555555555555556,negative,0.5555555555555556
不遑,-0.7777777777777778,negative,0.7777777777777778
不道,-0.7777777777777778,negative,0.7777777777777778
不道德,-0.7777777777777778,negative,0.7777777777777778
不避斧钺,-0.5555555555555556,negative,0.5555555555555556
不避汤火,-0.5555555555555556,negative,0.5555555555555556
不郎不秀,-0.7777777777777778,negative,0.7777777777777778
不问是非情由,-0.7777777777777778,negative,0.7777777777777778
不问皁白,-0.5555555555555556,negative,0.5555555555555556
不问青红皂白,-0.7777777777777778,negative,0.7777777777777778
不闻不问,-0.1111111111111111,negative,0.1111111111111111
不阴不阳,-0.5555555555555556,negative,0.5555555555555556
不雅,-0.3333333333333333,negative,0.3333333333333333
不韪,-0.7777777777777778,negative,0.7777777777777778
不食之地,-0.5555555555555556,negative,0.5555555555555556
不齿,-0.3333333333333333,negative,0.3333333333333333
不齿于人,-0.5555555555555556,negative,0.5555555555555556
不手药,-0.5555555555555556,negative,0.5555555555555556
与世俯仰,-0.7777777777777778,negative,0.7777777777777778
与世沈浮,-0.5555555555555556,negative,0.5555555555555556
与世沉浮,-0.5555555555555556,negative,0.5555555555555556
与世浮沉,-0.5555555555555556,negative,0.5555555555555556
与时沉浮,-0.3333333333333333,negative,0.3333333333333333
与虎谋皮,-1.0,negative,1.0
丑事,-0.5555555555555556,negative,0.5555555555555556
丑八怪,-0.5555555555555556,negative,0.5555555555555556
丑剧,-0.1111111111111111,negative,0.1111111111111111
丑化,-0.3333333333333333,negative,0.3333333333333333
丑史,-0.5555555555555556,negative,0.5555555555555556
丑婆子,-0.7777777777777778,negative,0.7777777777777778
丑态,-0.3333333333333333,negative,0.3333333333333333
丑态毕露,-1.0,negative,1.0
丑态百出,-0.5555555555555556,negative,0.5555555555555556
丑恶,-0.5555555555555556,negative,0.5555555555555556
丑类,-0.5555555555555556,negative,0.5555555555555556
丑行,-0.5555555555555556,negative,0.5555555555555556
丑角,-0.3333333333333333,negative,0.3333333333333333
丑诋,-0.5555555555555556,negative,0.5555555555555556
丑话,-0.1111111111111111,negative,0.1111111111111111
丑闻,-0.3333333333333333,negative,0.3333333333333333
丑陋,-0.5555555555555556,negative,0.5555555555555556
专制,-0.5555555555555556,negative,0.5555555555555556
专擅,-0.5555555555555556,negative,0.5555555555555556
专断,-0.3333333333333333,negative,0.3333333333333333
专权,-0.5555555555555556,negative,0.5555555555555556
专横,-0.5555555555555556,negative,0.5555555555555556
专横跋扈,-0.5555555555555556,negative,0.5555555555555556
专欲难成,-0.5555555555555556,negative,0.5555555555555556
世事纷扰,-0.5555555555555556,negative,0.5555555555555556
世俗,-0.5555555555555556,negative,0.5555555555555556
世弊,-0.3333333333333333,negative,0.3333333333333333
世态炎凉,-1.0,negative,1.0
世故,-0.5555555555555556,negative,0.5555555555555556
世殊事异,-0.3333333333333333,negative,0.3333333333333333
世风日下,-0.7777777777777778,negative,0.7777777777777778
业障,-0.5555555555555556,negative,0.5555555555555556
东一榔头，西一棒杨,-0.5555555555555556,negative,0.5555555555555556
东一榔头，西一棒槌,-0.5555555555555556,negative,0.5555555555555556
东倒西歪,-0.5555555555555556,negative,0.5555555555555556
东偷西摸,-0.5555555555555556,negative,0.5555555555555556
东冲西撞,-0.5555555555555556,negative,0.5555555555555556
东家效颦,-0.5555555555555556,negative,0.5555555555555556
东张西望,-0.1111111111111111,negative,0.1111111111111111
东扯西拉,-0.5555555555555556,negative,0.5555555555555556
东扶西例,-0.5555555555555556,negative,0.5555555555555556
东扶西倒,-0.5555555555555556,negative,0.5555555555555556
东抄西袭,-0.5555555555555556,negative,0.5555555555555556
东拉西扯,-0.3333333333333333,negative,0.3333333333333333
东拼西凑,-0.3333333333333333,negative,0.3333333333333333
东捞西摸,-0.5555555555555556,negative,0.5555555555555556
东掩西遮,-0.3333333333333333,negative,0.3333333333333333
东摇西摆,-0.5555555555555556,negative,0.5555555555555556
东支西吾,-0.5555555555555556,negative,0.5555555555555556
东敲西逼,-0.5555555555555556,negative,0.5555555555555556
东施效颦,-0.5555555555555556,negative,0.5555555555555556
东横西倒,-0.5555555555555556,negative,0.5555555555555556
东涂西抹,-0.5555555555555556,negative,0.5555555555555556
东游西荡,-0.3333333333333333,negative,0.3333333333333333
东游西逛,-0.5555555555555556,negative,0.5555555555555556
东滚西爬,-0.5555555555555556,negative,0.5555555555555556
东烘先生,-0.3333333333333333,negative,0.3333333333333333
东猎西渔,-0.5555555555555556,negative,0.5555555555555556
东磕西撞,-0.5555555555555556,negative,0.5555555555555556
东窗事发,-0.7777777777777778,negative,0.7777777777777778
东窗事犯,-0.5555555555555556,negative,0.5555555555555556
东窗消息,-0.5555555555555556,negative,0.5555555555555556
东窗计,-0.5555555555555556,negative,0.5555555555555556
东诓西骗,-0.5555555555555556,negative,0.5555555555555556
东躲西藏,-0.3333333333333333,negative,0.3333333333333333
东闪西挪,-0.5555555555555556,negative,0.5555555555555556
东闪西躲,-0.5555555555555556,negative,0.5555555555555556
东闯西踱,-0.5555555555555556,negative,0.5555555555555556
东食西宿,-0.5555555555555556,negative,0.5555555555555556
东鳞西爪,-0.3333333333333333,negative,0.3333333333333333
丢三忘四,-0.5555555555555556,negative,0.5555555555555556
丢三拉四,-0.5555555555555556,negative,0.5555555555555556
丢三落四,-0.5555555555555556,negative,0.5555555555555556
丢丑,-1.0,negative,1.0
丢人,-0.7777777777777778,negative,0.7777777777777778
丢人现眼,-0.7777777777777778,negative,0.7777777777777778
丢份,-0.3333333333333333,negative,0.3333333333333333
丢盔卸甲,-0.5555555555555556,negative,0.5555555555555556
丢盔弃甲,-0.5555555555555556,negative,0.5555555555555556
丢盔抛甲,-0.5555555555555556,negative,0.5555555555555556
丢脸,-0.5555555555555556,negative,0.5555555555555556
